Crops,Crop,Crop Year,District Name,Season,Soil,State Name,Type Of  Watersource,Type Of Crop,Area,ARIYALUR,CAUVERY,CHENGLEPUT,COIMBATORE,Cropduration Max,Cropduration Min,CUDDALORE,DHARMAPURI,DINDIGUL,ERODE,HILLY REGIONS OF SHEVROY,JAWAD HILLS,KANCHEEPURAM,KANYAKUMARI,KARUR,KOLLI HILLS,KRISHNAGIRI,MADURAI,Max Temp,Min Temp,NAGAPATTINAM,NAMAKAL,PERAMBALUR,Production,PUDUKKOTTAI,RAMANATHANPURAM,Relative Humidity Max,Relative Humidity Min,SALEM,SIVAGANGAI,Soil Ph High,Soil Ph Low,TANJORE,THALAVADI HILLS,THE NILGRIS,THENI,THIRUCHIRAPALLI,THIRUNELVELI,THIRUPPUR,THIRUVALLUR,THIRUVANNAMALAI,THOOTHUKUDI,TIRUVARUR,VELLORE,VILLUPURAM,VIRUDHUNAGAR,Water Required Min,Waterrequired Max
onion,Onion,2004,SIVAGANGA,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,29,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,281,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2004,SIVAGANGA,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,2248,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,195502,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sweet potato,Sweet potato,2004,SIVAGANGA,Whole Year,well-drained soil,Tamil Nadu,both,Root&tuber,5,1,1,1,1,120,90,1,1,1,1,1,1,1,1,1,1,1,1,26,21,1,1,1,76,1,1,90,85,1,1,6.7,5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000
onion,Onion,2004,THANJAVUR,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,52,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,503,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2004,THANJAVUR,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,12000,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,1362612,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sweet potato,Sweet potato,2004,THANJAVUR,Whole Year,well-drained soil,Tamil Nadu,both,Root&tuber,16,1,1,1,1,120,90,1,1,1,1,1,1,1,1,1,1,1,1,26,21,1,1,1,242,1,1,90,85,1,1,6.7,5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000
onion,Onion,2004,THE NILGIRIS,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,1,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,10,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2004,THE NILGIRIS,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,11,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,1211,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sweet potato,Sweet potato,2004,THE NILGIRIS,Whole Year,well-drained soil,Tamil Nadu,both,Root&tuber,6,1,1,1,1,120,90,1,1,1,1,1,1,1,1,1,1,1,1,26,21,1,1,1,92,1,1,90,85,1,1,6.7,5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000
onion,Onion,2004,THENI,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,409,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,3958,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2004,THENI,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,5940,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,723302,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sweet potato,Sweet potato,2004,THENI,Whole Year,well-drained soil,Tamil Nadu,both,Root&tuber,1,1,1,1,1,120,90,1,1,1,1,1,1,1,1,1,1,1,1,26,21,1,1,1,15,1,1,90,85,1,1,6.7,5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000
sugarcane,Sugarcane,2004,THIRUVALLUR,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,3240,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,329440,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sweet potato,Sweet potato,2004,THIRUVALLUR,Whole Year,well-drained soil,Tamil Nadu,both,Root&tuber,21,1,1,1,1,120,90,1,1,1,1,1,1,1,1,1,1,1,1,26,21,1,1,1,317,1,1,90,85,1,1,6.7,5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000
onion,Onion,2004,THIRUVARUR,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,1,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,10,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2004,THIRUVARUR,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,1834,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,201877,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sweet potato,Sweet potato,2004,THIRUVARUR,Whole Year,well-drained soil,Tamil Nadu,both,Root&tuber,2,1,1,1,1,120,90,1,1,1,1,1,1,1,1,1,1,1,1,26,21,1,1,1,30,1,1,90,85,1,1,6.7,5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000
onion,Onion,2004,TIRUCHIRAPPALLI,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,3410,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,23153,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2004,TIRUCHIRAPPALLI,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,4470,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,391871,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sweet potato,Sweet potato,2004,TIRUCHIRAPPALLI,Whole Year,well-drained soil,Tamil Nadu,both,Root&tuber,41,1,1,1,1,120,90,1,1,1,1,1,1,1,1,1,1,1,1,26,21,1,1,1,620,1,1,90,85,1,1,6.7,5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000
onion,Onion,2004,TIRUNELVELI,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,1178,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,12549,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2004,TIRUNELVELI,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,2771,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,305017,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sweet potato,Sweet potato,2004,TIRUNELVELI,Whole Year,well-drained soil,Tamil Nadu,both,Root&tuber,89,1,1,1,1,120,90,1,1,1,1,1,1,1,1,1,1,1,1,26,21,1,1,1,1345,1,1,90,85,1,1,6.7,5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000
onion,Onion,2004,TIRUVANNAMALAI,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,71,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,687,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2004,TIRUVANNAMALAI,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,17231,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,1596624,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sweet potato,Sweet potato,2004,TIRUVANNAMALAI,Whole Year,well-drained soil,Tamil Nadu,both,Root&tuber,56,1,1,1,1,120,90,1,1,1,1,1,1,1,1,1,1,1,1,26,21,1,1,1,847,1,1,90,85,1,1,6.7,5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000
onion,Onion,2004,TUTICORIN,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,1232,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,5715,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2004,TUTICORIN,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,60,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,6604,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sweet potato,Sweet potato,2004,TUTICORIN,Whole Year,well-drained soil,Tamil Nadu,both,Root&tuber,89,1,1,1,1,120,90,1,1,1,1,1,1,1,1,1,1,1,1,26,21,1,1,1,1345,1,1,90,85,1,1,6.7,5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000
onion,Onion,2004,VELLORE,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,32,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,310,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2004,VELLORE,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,12325,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,1000691,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sweet potato,Sweet potato,2004,VELLORE,Whole Year,well-drained soil,Tamil Nadu,both,Root&tuber,8,1,1,1,1,120,90,1,1,1,1,1,1,1,1,1,1,1,1,26,21,1,1,1,121,1,1,90,85,1,1,6.7,5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000
onion,Onion,2004,VILLUPURAM,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,365,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,3532,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2004,VILLUPURAM,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,39444,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,4511684,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sweet potato,Sweet potato,2004,VILLUPURAM,Whole Year,well-drained soil,Tamil Nadu,both,Root&tuber,309,1,1,1,1,120,90,1,1,1,1,1,1,1,1,1,1,1,1,26,21,1,1,1,3278,1,1,90,85,1,1,6.7,5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000
onion,Onion,2004,VIRUDHUNAGAR,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,1179,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,6322,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2004,VIRUDHUNAGAR,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,2194,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,218450,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sweet potato,Sweet potato,2004,VIRUDHUNAGAR,Whole Year,well-drained soil,Tamil Nadu,both,Root&tuber,46,1,1,1,1,120,90,1,1,1,1,1,1,1,1,1,1,1,1,26,21,1,1,1,696,1,1,90,85,1,1,6.7,5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000
onion,Onion,2005,DHARMAPURI,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,155,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,1242,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2005,DHARMAPURI,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,14600,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,1261820,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sweet potato,Sweet potato,2005,DHARMAPURI,Whole Year,well-drained soil,Tamil Nadu,both,Root&tuber,200,1,1,1,1,120,90,1,1,1,1,1,1,1,1,1,1,1,1,26,21,1,1,1,4171,1,1,90,85,1,1,6.7,5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000
tobacco,Tobacco,2005,DHARMAPURI,Whole Year,Well drained sandy loam and clayey loam soils,Tamil Nadu,both,other crops,24,0,0,0,1,100,90,0,0,0,0,0,0,0,0,0,0,0,1,32,26,0,0,0,26,0,0,80,70,1,0,8.5,7.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,800,1000
onion,Onion,2005,DINDIGUL,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,3365,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,33720,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2005,DINDIGUL,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,7014,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,688087,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sweet potato,Sweet potato,2005,DINDIGUL,Whole Year,well-drained soil,Tamil Nadu,both,Root&tuber,54,1,1,1,1,120,90,1,1,1,1,1,1,1,1,1,1,1,1,26,21,1,1,1,1126,1,1,90,85,1,1,6.7,5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000
tobacco,Tobacco,2005,DINDIGUL,Whole Year,Well drained sandy loam and clayey loam soils,Tamil Nadu,both,other crops,1362,0,0,0,1,100,90,0,0,0,0,0,0,0,0,0,0,0,1,32,26,0,0,0,1967,0,0,80,70,1,0,8.5,7.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,800,1000
onion,Onion,2005,ERODE,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,1879,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,19302,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2005,ERODE,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,41402,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,4457712,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sweet potato,Sweet potato,2005,ERODE,Whole Year,well-drained soil,Tamil Nadu,both,Root&tuber,42,1,1,1,1,120,90,1,1,1,1,1,1,1,1,1,1,1,1,26,21,1,1,1,876,1,1,90,85,1,1,6.7,5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000
tobacco,Tobacco,2005,ERODE,Whole Year,Well drained sandy loam and clayey loam soils,Tamil Nadu,both,other crops,2789,0,0,0,1,100,90,0,0,0,0,0,0,0,0,0,0,0,1,32,26,0,0,0,4423,0,0,80,70,1,0,8.5,7.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,800,1000
sugarcane,Sugarcane,2005,KANCHIPURAM,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,5902,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,492445,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sweet potato,Sweet potato,2005,KANCHIPURAM,Whole Year,well-drained soil,Tamil Nadu,both,Root&tuber,23,1,1,1,1,120,90,1,1,1,1,1,1,1,1,1,1,1,1,26,21,1,1,1,480,1,1,90,85,1,1,6.7,5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000
onion,Onion,2005,KARUR,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,130,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,1042,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2005,KARUR,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,7189,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,635946,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sweet potato,Sweet potato,2005,KARUR,Whole Year,well-drained soil,Tamil Nadu,both,Root&tuber,235,1,1,1,1,120,90,1,1,1,1,1,1,1,1,1,1,1,1,26,21,1,1,1,5945,1,1,90,85,1,1,6.7,5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000
tobacco,Tobacco,2005,KARUR,Whole Year,Well drained sandy loam and clayey loam soils,Tamil Nadu,both,other crops,2,0,0,0,1,100,90,0,0,0,0,0,0,0,0,0,0,0,1,32,26,0,0,0,3,0,0,80,70,1,0,8.5,7.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,800,1000
onion,Onion,2005,KRISHNAGIRI,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,75,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,601,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2005,KRISHNAGIRI,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,2198,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,139463,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sweet potato,Sweet potato,2005,KRISHNAGIRI,Whole Year,well-drained soil,Tamil Nadu,both,Root&tuber,9,1,1,1,1,120,90,1,1,1,1,1,1,1,1,1,1,1,1,26,21,1,1,1,188,1,1,90,85,1,1,6.7,5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000
onion,Onion,2005,MADURAI,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,1045,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,6375,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2005,MADURAI,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,4537,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,407209,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sweet potato,Sweet potato,2005,MADURAI,Whole Year,well-drained soil,Tamil Nadu,both,Root&tuber,56,1,1,1,1,120,90,1,1,1,1,1,1,1,1,1,1,1,1,26,21,1,1,1,2135,1,1,90,85,1,1,6.7,5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000
onion,Onion,2005,NAGAPATTINAM,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,8,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,64,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2005,NAGAPATTINAM,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,4358,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,401341,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
tobacco,Tobacco,2005,NAGAPATTINAM,Whole Year,Well drained sandy loam and clayey loam soils,Tamil Nadu,both,other crops,343,0,0,0,1,100,90,0,0,0,0,0,0,0,0,0,0,0,1,32,26,0,0,0,568,0,0,80,70,1,0,8.5,7.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,800,1000
onion,Onion,2005,NAMAKKAL,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,2709,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,31875,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2005,NAMAKKAL,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,13278,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,1844553,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sweet potato,Sweet potato,2005,NAMAKKAL,Whole Year,well-drained soil,Tamil Nadu,both,Root&tuber,330,1,1,1,1,120,90,1,1,1,1,1,1,1,1,1,1,1,1,26,21,1,1,1,6883,1,1,90,85,1,1,6.7,5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000
onion,Onion,2005,PERAMBALUR,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,7821,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,47540,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2005,PERAMBALUR,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,15984,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,1997185,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sweet potato,Sweet potato,2005,PERAMBALUR,Whole Year,well-drained soil,Tamil Nadu,both,Root&tuber,14,1,1,1,1,120,90,1,1,1,1,1,1,1,1,1,1,1,1,26,21,1,1,1,292,1,1,90,85,1,1,6.7,5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000
sugarcane,Sugarcane,2005,PUDUKKOTTAI,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,9459,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,1276047,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sweet potato,Sweet potato,2005,PUDUKKOTTAI,Whole Year,well-drained soil,Tamil Nadu,both,Root&tuber,3,1,1,1,1,120,90,1,1,1,1,1,1,1,1,1,1,1,1,26,21,1,1,1,63,1,1,90,85,1,1,6.7,5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000
onion,Onion,2005,RAMANATHAPURAM,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,90,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,721,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2005,RAMANATHAPURAM,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,361,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,37794,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
onion,Onion,2005,SALEM,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,469,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,3759,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2005,SALEM,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,10468,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,981940,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sweet potato,Sweet potato,2005,SALEM,Whole Year,well-drained soil,Tamil Nadu,both,Root&tuber,59,1,1,1,1,120,90,1,1,1,1,1,1,1,1,1,1,1,1,26,21,1,1,1,1231,1,1,90,85,1,1,6.7,5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000
